850	-0.00135113
851	-0.819309
852	-0.8100391
853	-0.1916356
854	-0.01898883
855	-0.005336736
856	-0.546167
857	-0.3066789
858	-0.0694671
859	-0.007619045
860	-0.002828681
861	-0.001507181
862	-0.001382623
863	-0.001357488
864	-0.001352414
865	-0.001351389
866	-0.00135113
867	-0.07132161
868	-0.1284942
869	-0.01831477
870	-0.003572617
871	-0.7366945
872	-1.485158
873	-0.4881129
874	-0.05652798
875	-0.009609424
876	-0.1416397
877	-0.07186963
878	-0.01035104
879	-0.002500251
880	-0.001507217
881	-0.001372261
882	-0.001353957
883	-0.001351513
884	-0.001351182
885	-0.001351137
886	-0.05732963
887	-0.1030707
888	-0.01492586
889	-0.00312832
890	-0.001591647
891	-0.00138368
892	-0.001355535
893	-0.001351726
894	-0.07132169
895	-0.1284942
896	-0.01831477
897	-0.003572617
898	-0.0996062
899	-0.1793819
900	-0.0250981
901	-0.004461958
902	-0.001772135
903	-0.001408107
904	-0.00135884
905	-0.001352173
906	-0.001351271
907	-0.0293457
908	-0.05222362
909	-0.00814803
910	-0.002239725
911	-0.001471388
912	-0.001367405
913	-0.001353333
914	-0.001351428
915	-0.08531362
916	-0.1539177
917	-0.02170368
918	-0.004016915
919	-0.001711905
920	-0.001399955
921	-0.001357738
922	-0.001352024
923	-0.1265728
924	-0.02099828
925	-0.003095146
926	-0.001587157
927	-0.001383073
928	-0.001355453
929	-0.001351715
930	-0.001351209
931	-0.001351141
932	-0.001351131
933	-0.00135113
934	-0.8136625
935	-0.2740491
936	-0.03289901
937	-0.00527388
938	-0.001882017
939	-0.001422978
940	-0.001360853
941	-2.175436
942	-1.220686
943	-0.2721384
944	-0.02480671
945	-0.006512694
946	-0.05856328
947	-0.1031966
948	-0.01495129
949	-0.003133455
950	-0.001592683
951	-0.00138368
952	-0.001355535
953	-0.001351726
954	-0.001351211
955	-0.001351141
956	-0.001351131
957	-0.00135113
958	-0.00135113
959	-0.00135113
960	-0.00135113
961	-0.2517901
962	-0.0406454
963	-0.004839158
964	-0.001823183
965	-0.001415015
966	-0.001359776
967	-0.0013523
968	-0.001351288
969	-1.228121
970	-1.214104
971	-0.2864983
972	-0.02753763
973	-0.00706268
974	-0.00272195
975	-0.001492076
976	-0.001379587
977	-0.001356875
978	-0.00135229
979	-0.001351227
980	-0.00135113
981	-0.00135113
982	-0.00135113
983	-0.00135113
984	-0.00135113
985	-0.00135113
986	-0.00135113
987	-0.00135113
988	-0.00135113
989	-0.00135113
990	-0.00135113
991	-0.1259838
992	-1.195064
993	-0.4417436
994	-0.05975116
995	-0.009567261
996	-0.003404308
997	-0.05762694
998	-0.1031129
999	-0.01493438
1000	-0.003130041
1001	-0.001591951
1002	-0.00138368
1003	-0.001355535
1004	-0.2044471
1005	-0.06954477
1006	-0.009252417
1007	-0.07004581
1008	-0.02423199
1009	-0.004015566
1010	-0.001680457
1011	-0.001395699
1012	-0.001357162
1013	-0.001351946
1014	-0.00135124
1015	-0.001351145
1016	-0.001351132
1017	-0.00135113
1018	-0.00135113
1019	-0.00135113
1020	-0.00135113
1021	-0.08531358
1022	-0.1539177
1023	-0.02170368
1024	-0.004016915
1025	-0.001711905
1026	-0.001399955
1027	-0.001357738
1028	-0.001352024
1029	-0.001351251
1030	-0.001351146
1031	-0.001351132
1032	-0.00135113
1033	-0.4104974
1034	-0.4059746
1035	-0.0967729
1036	-0.01043996
1037	-0.4127244
1038	-0.406298
1039	-0.09681989
1040	-0.01044944
1041	-0.00358007
1042	-0.001674833
1043	-0.001398144
1044	-0.001360615
1045	-0.001353045
1046	-0.5452187
1047	-0.306585
1048	-0.06944813
1049	-0.007615215
1050	-0.002827907
1051	-0.001507116
1052	-0.001382623
1053	-0.001357488
1054	-0.001352414
1055	-0.001351389
1056	-0.00135113
1057	-0.00135113
1058	-0.00135113
1059	-0.00135113
1060	-0.1706011
1061	-0.05818332
1062	-0.007938704
1063	-0.00216837
1064	-0.001461731
1065	-0.001366098
1066	-0.06906714
1067	-0.02409954
1068	-0.003997642
1069	-0.001678031
1070	-0.08535782
1071	-0.1539237
1072	-0.02170449
1073	-0.004017025
1074	-0.00171192
1075	-0.001399958
1076	-0.001357738
1077	-0.001352024
1078	-0.001351251
1079	-0.001351146
1080	-0.001351132
1081	-0.00135113
1082	-0.4104974
1083	-0.4059746
1084	-0.0967729
1085	-0.01043996
1086	-0.003578155
1087	-0.001674447
1088	-0.001398112
1089	-0.001360615
1090	-0.06906703
1091	-0.02409965
1092	-0.003997636
1093	-0.001678026
1094	-0.00139537
1095	-0.001357117
1096	-0.00135194
1097	-0.00135124
1098	-0.001351145
1099	-0.001351132
1100	-0.00135113
1101	-0.00135113
1102	-0.00135113
1103	-0.00135113
1104	-0.1692654
1105	-0.3064589
1106	-0.04203716
1107	-0.0066827
1108	-0.00207268
1109	-0.001448781
1110	-0.001364346
1111	-0.06369361
1112	-0.5984967
1113	-0.2218269
1114	-0.03082431
1115	-0.005725996
1116	-0.002371633
